"fila","decil","tamanio_localidad","marginacion","n","gasto_prom","ingreso_prom","rubro","prop_ingreso"
"688","9","De 15 mil a 100 mil","Muy bajo",187,2173.27086664204,59384.7149791407,"VIVIENDA",0.0365964687614551
"689","9","De 15 mil a 100 mil","Bajo",125,1905.19320391324,58653.9851945659,"VIVIENDA",0.0324819054936057
"690","9","De 15 mil a 100 mil","Medio",86,1918.48397786606,58924.1098621347,"VIVIENDA",0.0325585568005144
"691","9","De 15 mil a 100 mil","Alto",43,1592.36592856634,57843.694440239,"VIVIENDA",0.0275287729107878
"692","9","De 15 mil a 100 mil","Muy alto",3,1019.86534165221,62650.31,"VIVIENDA",0.0162786958540542
"693","9","De 2500 a 15 mil","Muy bajo",42,1388.05420152617,58867.0841669751,"VIVIENDA",0.0235794624647789
"694","9","De 2500 a 15 mil","Bajo",52,1671.32762724329,60308.4799535354,"VIVIENDA",0.0277129788137748
"695","9","De 2500 a 15 mil","Medio",37,1338.09910562349,59104.5880491758,"VIVIENDA",0.0226395132728134
"696","9","De 2500 a 15 mil","Alto",44,1119.08936058749,56405.6375314511,"VIVIENDA",0.0198400268051841
"697","9","De 2500 a 15 mil","Muy alto",15,864.528801879765,58550.9958160301,"VIVIENDA",0.0147653987747049
"698","9","Menos de 2500","Muy bajo",56,1108.72529335447,60456.0022428987,"VIVIENDA",0.0183393749540344
"699","9","Menos de 2500","Bajo",35,996.204603472722,59387.61015425,"VIVIENDA",0.016774620175576
"700","9","Menos de 2500","Medio",32,1051.64646655629,57732.6720632892,"VIVIENDA",0.0182157940897561
"701","9","Menos de 2500","Alto",50,707.858939934611,57563.4689818677,"VIVIENDA",0.0122970167096355
"702","9","Menos de 2500","Muy alto",14,358.502092713537,58582.9331858228,"VIVIENDA",0.0061195654300269
"703","10","100 mil o más","Muy bajo",1722,3253.64005893725,128731.369458463,"VIVIENDA",0.0252746480723727
"704","10","100 mil o más","Bajo",99,2549.80390622889,117325.112468943,"VIVIENDA",0.0217328059830656
"705","10","100 mil o más","Medio",33,3054.33852964409,125107.670393822,"VIVIENDA",0.0244136791935253
"706","10","De 15 mil a 100 mil","Muy bajo",151,2669.43522171681,133606.410632705,"VIVIENDA",0.0199798438493741
"707","10","De 15 mil a 100 mil","Bajo",122,2318.15386587144,111043.866582914,"VIVIENDA",0.0208760189752626
"708","10","De 15 mil a 100 mil","Medio",76,2324.91786927499,134245.438402788,"VIVIENDA",0.0173184124312614
"709","10","De 15 mil a 100 mil","Alto",26,1898.69172760004,103548.737527488,"VIVIENDA",0.0183362131971529
"710","10","De 15 mil a 100 mil","Muy alto",1,1205.24589250488,123389.01,"VIVIENDA",0.00976785446698114
"711","10","De 2500 a 15 mil","Muy bajo",26,1753.1800886146,103944.013880933,"VIVIENDA",0.0168665806058141
"712","10","De 2500 a 15 mil","Bajo",39,2091.12215557327,99205.7686233298,"VIVIENDA",0.0210786346861841
"713","10","De 2500 a 15 mil","Medio",30,1667.44798658173,101128.465912641,"VIVIENDA",0.0164884137372572
"714","10","De 2500 a 15 mil","Alto",25,1372.11630410833,104917.425538664,"VIVIENDA",0.0130780592171763
"715","10","De 2500 a 15 mil","Muy alto",5,1050.57453462808,109072.866274062,"VIVIENDA",0.00963185960464593
"716","10","Menos de 2500","Muy bajo",39,1473.50503449194,113401.495323467,"VIVIENDA",0.0129937002178755
"717","10","Menos de 2500","Bajo",42,1311.51698628891,132499.138063408,"VIVIENDA",0.009898305796233
"718","10","Menos de 2500","Medio",34,1378.92722581496,115038.20061555,"VIVIENDA",0.0119866897990107
"719","10","Menos de 2500","Alto",26,913.230575813952,107131.252652092,"VIVIENDA",0.00852440864086287
"720","10","Menos de 2500","Muy alto",3,458.402167541978,92007.8558091286,"VIVIENDA",0.00498220682908793
"721","1","100 mil o más","Muy bajo",431,136.531015965262,7023.87328834629,"ENERGIA",0.0194381376713882
"722","1","100 mil o más","Bajo",59,157.226156192501,5957.20544233532,"ENERGIA",0.0263926026581461
"723","1","100 mil o más","Medio",92,139.420542735745,6834.84765741627,"ENERGIA",0.0203984857781671
"724","1","De 15 mil a 100 mil","Muy bajo",89,202.424985641359,6616.99354063579,"ENERGIA",0.030591685543932
"725","1","De 15 mil a 100 mil","Bajo",88,267.880445654838,6756.55020545886,"ENERGIA",0.0396475179653675
"726","1","De 15 mil a 100 mil","Medio",81,208.784280412617,6636.2430995281,"ENERGIA",0.0314612164264241
"727","1","De 15 mil a 100 mil","Alto",123,184.140605867687,7079.54975684921,"ENERGIA",0.0260102142356635
"728","1","De 15 mil a 100 mil","Muy alto",49,168.518442185862,6001.2096680791,"ENERGIA",0.0280807456340385
"729","1","De 2500 a 15 mil","Muy bajo",36,156.992594000404,7150.98644546082,"ENERGIA",0.0219539772865962
"730","1","De 2500 a 15 mil","Bajo",61,239.847800218403,6781.63520983796,"ENERGIA",0.035367251820101
"731","1","De 2500 a 15 mil","Medio",88,190.570978277066,6727.00920001604,"ENERGIA",0.0283292281325573
"732","1","De 2500 a 15 mil","Alto",170,156.601003248534,6764.65228144605,"ENERGIA",0.0231498969545051
"733","1","De 2500 a 15 mil","Muy alto",93,149.302579443104,5862.44868842607,"ENERGIA",0.0254676138552589
"734","1","Menos de 2500","Muy bajo",64,136.146234065508,6479.50237467619,"ENERGIA",0.021011834889915
"735","1","Menos de 2500","Bajo",140,160.210572472465,6485.37023565922,"ENERGIA",0.0247033810948158
"736","1","Menos de 2500","Medio",263,161.976065564748,6406.52806754724,"ENERGIA",0.0252829713468751
"737","1","Menos de 2500","Alto",620,111.04050089493,6228.84676040301,"ENERGIA",0.0178268153265253
"738","1","Menos de 2500","Muy alto",671,70.1634583952263,5744.24406355316,"ENERGIA",0.0122145677688747
"739","2","100 mil o más","Muy bajo",700,273.015232946624,11266.0272977433,"ENERGIA",0.024233496487383
"740","2","100 mil o más","Bajo",78,235.910642655674,11210.7545719358,"ENERGIA",0.0210432438906687
"741","2","100 mil o más","Medio",61,241.058221647794,11300.2761040575,"ENERGIA",0.0213320647591291
"742","2","De 15 mil a 100 mil","Muy bajo",125,336.984595279667,11270.814530134,"ENERGIA",0.0298988679459408
"743","2","De 15 mil a 100 mil","Bajo",136,334.621716865393,11317.13165387,"ENERGIA",0.0295677144262049
"744","2","De 15 mil a 100 mil","Medio",128,300.526899030666,11331.8299526236,"ENERGIA",0.0265205973163306
"745","2","De 15 mil a 100 mil","Alto",121,279.488184517646,10987.6868584801,"ENERGIA",0.0254364897832834
"746","2","De 15 mil a 100 mil","Muy alto",20,223.634459697588,10847.0223157895,"ENERGIA",0.0206171291241888
"747","2","De 2500 a 15 mil","Muy bajo",48,277.87875776688,11456.3767700261,"ENERGIA",0.0242553787593567
"748","2","De 2500 a 15 mil","Bajo",99,318.551094988965,10971.9937112606,"ENERGIA",0.029033109512452
"749","2","De 2500 a 15 mil","Medio",129,291.657110396572,11099.0332099448,"ENERGIA",0.0262777040918525
"750","2","De 2500 a 15 mil","Alto",151,252.7194554544,11144.1280776753,"ENERGIA",0.0226773645899374
"751","2","De 2500 a 15 mil","Muy alto",46,210.663284908492,11011.9222354344,"ENERGIA",0.0191304733546533
"752","2","Menos de 2500","Muy bajo",57,258.633000855246,11232.7869648457,"ENERGIA",0.0230248291599109
"753","2","Menos de 2500","Bajo",151,228.368740961412,11025.375921108,"ENERGIA",0.0207130117463117
"754","2","Menos de 2500","Medio",255,266.053375689645,11152.2924019506,"ENERGIA",0.0238563845082749
"755","2","Menos de 2500","Alto",410,192.321426658938,10940.1713138121,"ENERGIA",0.0175793798051526
"756","2","Menos de 2500","Muy alto",255,106.251397559803,10904.5170574151,"ENERGIA",0.00974379672207042
"757","3","100 mil o más","Muy bajo",937,358.322403668355,14910.6500758462,"ENERGIA",0.0240313066060615
"758","3","100 mil o más","Bajo",87,341.482075493379,14774.1055666619,"ENERGIA",0.023113553233567
"759","3","100 mil o más","Medio",58,361.162614523059,14919.4526612513,"ENERGIA",0.0242074976021786
"760","3","De 15 mil a 100 mil","Muy bajo",156,373.325883872796,14918.3825600534,"ENERGIA",0.025024554932144
"761","3","De 15 mil a 100 mil","Bajo",150,408.851383884291,14959.9281198251,"ENERGIA",0.0273297692749256
"762","3","De 15 mil a 100 mil","Medio",105,380.062622204569,14860.157003881,"ENERGIA",0.0255759493056035
"763","3","De 15 mil a 100 mil","Alto",80,341.658215765948,15035.2717049243,"ENERGIA",0.0227237806187466
"764","3","De 15 mil a 100 mil","Muy alto",11,272.982059144631,15167.0942071197,"ENERGIA",0.0179983097234596
"765","3","De 2500 a 15 mil","Muy bajo",51,354.949463736668,15048.141404043,"ENERGIA",0.0235875949199484
"766","3","De 2500 a 15 mil","Bajo",90,448.76974808123,14910.5774570967,"ENERGIA",0.0300974089952256
"767","3","De 2500 a 15 mil","Medio",110,425.28248882614,15150.2169929536,"ENERGIA",0.0280710493469461
"768","3","De 2500 a 15 mil","Alto",145,356.205167004073,14858.9647095984,"ENERGIA",0.0239724081701315
"769","3","De 2500 a 15 mil","Muy alto",31,296.494986831088,14817.5046621813,"ENERGIA",0.0200097785417158
"770","3","Menos de 2500","Muy bajo",89,290.257981270987,14834.7904107529,"ENERGIA",0.019566031823449
"771","3","Menos de 2500","Bajo",125,282.66379428955,14803.6316419215,"ENERGIA",0.0190942196568234
"772","3","Menos de 2500","Medio",222,340.849578847129,14736.6209665568,"ENERGIA",0.0231294256411054
"773","3","Menos de 2500","Alto",260,238.165179042061,14669.2680727298,"ENERGIA",0.0162356552393238
"774","3","Menos de 2500","Muy alto",132,131.386943575537,14671.9221088686,"ENERGIA",0.00895499189544624
"775","4","100 mil o más","Muy bajo",1075,413.314822208306,18739.8613218548,"ENERGIA",0.0220553831807864
"776","4","100 mil o más","Bajo",105,398.991518543943,18811.6044584986,"ENERGIA",0.02120986114843
"777","4","100 mil o más","Medio",40,418.67478230287,18721.4658619134,"ENERGIA",0.0223633547389371
"778","4","De 15 mil a 100 mil","Muy bajo",173,478.413873169322,18737.0497043727,"ENERGIA",0.0255330417924692
"779","4","De 15 mil a 100 mil","Bajo",185,530.725395296923,18609.2773386727,"ENERGIA",0.0285193984504707
"780","4","De 15 mil a 100 mil","Medio",102,489.483234102596,18782.7978122765,"ENERGIA",0.0260601875713461
"781","4","De 15 mil a 100 mil","Alto",102,418.700498014179,18705.0980062611,"ENERGIA",0.0223842985411799
"782","4","De 15 mil a 100 mil","Muy alto",8,329.934703274134,18491.9747325103,"ENERGIA",0.0178420481342149
"783","4","De 2500 a 15 mil","Muy bajo",61,453.238352004315,18511.9156651859,"ENERGIA",0.0244836007359675
"784","4","De 2500 a 15 mil","Bajo",107,580.460183289885,18773.2090874119,"ENERGIA",0.0309196036003831
"785","4","De 2500 a 15 mil","Medio",99,545.76367403478,18619.7053240269,"ENERGIA",0.0293110800916127
"786","4","De 2500 a 15 mil","Alto",111,434.966978995657,18609.4557312925,"ENERGIA",0.0233734390342348
"787","4","De 2500 a 15 mil","Muy alto",27,357.07193064306,18902.9050481899,"ENERGIA",0.0188897912639757
"788","4","Menos de 2500","Muy bajo",77,327.789702327497,19047.4487443694,"ENERGIA",0.0172091132375087
"789","4","Menos de 2500","Bajo",130,323.347906826318,18759.2368776674,"ENERGIA",0.0172367303070446
"790","4","Menos de 2500","Medio",160,386.848479879124,18782.3253492993,"ENERGIA",0.020596410331778
"791","4","Menos de 2500","Alto",168,257.208518029351,18884.6961118706,"ENERGIA",0.0136199447693349
"792","4","Menos de 2500","Muy alto",90,139.939905069954,18492.3561804703,"ENERGIA",0.00756744590598703
"793","5","100 mil o más","Muy bajo",1218,533.663729899772,22878.47655914,"ENERGIA",0.0233260168578214
"794","5","100 mil o más","Bajo",114,523.676662907172,22993.9451560455,"ENERGIA",0.0227745460534635
"795","5","100 mil o más","Medio",39,489.671997021906,22913.7135460674,"ENERGIA",0.0213702591697951
"796","5","De 15 mil a 100 mil","Muy bajo",177,505.381435970755,22979.8457172511,"ENERGIA",0.0219923772417394
"797","5","De 15 mil a 100 mil","Bajo",155,569.899451186507,22725.0001591237,"ENERGIA",0.025078083484972
"798","5","De 15 mil a 100 mil","Medio",111,468.376502509303,22865.3593403675,"ENERGIA",0.0204841085389116
"799","5","De 15 mil a 100 mil","Alto",65,455.827312719262,23237.2771017125,"ENERGIA",0.0196162102265273
"800","5","De 15 mil a 100 mil","Muy alto",9,364.902832485501,22842.9040976059,"ENERGIA",0.0159744501367383
"801","5","De 2500 a 15 mil","Muy bajo",61,453.829295826411,22953.2131125139,"ENERGIA",0.0197719288189325
"802","5","De 2500 a 15 mil","Bajo",75,590.814519285146,22992.1086753979,"ENERGIA",0.0256964042587939
"803","5","De 2500 a 15 mil","Medio",77,495.008047591066,23041.0946056033,"ENERGIA",0.0214837036201694
"804","5","De 2500 a 15 mil","Alto",78,448.852357224886,23000.8360262877,"ENERGIA",0.0195146105433686
"805","5","De 2500 a 15 mil","Muy alto",17,374.330576918619,22546.3276996424,"ENERGIA",0.0166027293626428
"806","5","Menos de 2500","Muy bajo",86,430.876913499798,23091.2663493191,"ENERGIA",0.0186597351129036
"807","5","Menos de 2500","Bajo",87,432.056777946136,22846.8497170179,"ENERGIA",0.018911000129016
"808","5","Menos de 2500","Medio",124,460.617646705408,22677.4680279826,"ENERGIA",0.020311687624784
"809","5","Menos de 2500","Alto",139,348.437278415663,22738.3568663145,"ENERGIA",0.0153237668167594
"810","5","Menos de 2500","Muy alto",54,192.589768245858,23182.0056755073,"ENERGIA",0.0083077267317442
"811","6","100 mil o más","Muy bajo",1331,585.543489665293,27862.3213204827,"ENERGIA",0.0210156032202111
"812","6","100 mil o más","Bajo",103,516.236308580376,27260.6492557842,"ENERGIA",0.0189370511221717
"813","6","100 mil o más","Medio",46,522.083786076537,27940.4203241701,"ENERGIA",0.0186856095942445
"814","6","De 15 mil a 100 mil","Muy bajo",175,669.43901065132,27843.4029110195,"ENERGIA",0.0240430026743023
"815","6","De 15 mil a 100 mil","Bajo",150,678.24066828409,27565.5432724353,"ENERGIA",0.0246046544985859
"816","6","De 15 mil a 100 mil","Medio",114,602.879197623549,27761.03878357,"ENERGIA",0.0217167377029261
"817","6","De 15 mil a 100 mil","Alto",62,569.11663742938,27395.7493803309,"ENERGIA",0.0207739028974321
"818","6","De 15 mil a 100 mil","Muy alto",4,475.735171386902,28256.2359330144,"ENERGIA",0.016836466559619
"819","6","De 2500 a 15 mil","Muy bajo",61,581.278870383783,27772.8114282316,"ENERGIA",0.0209297813397783
"820","6","De 2500 a 15 mil","Bajo",80,679.887451564277,27901.3130802853,"ENERGIA",0.0243675790314212
"821","6","De 2500 a 15 mil","Medio",67,616.095074411487,27164.0365482373,"ENERGIA",0.022680542095334
"822","6","De 2500 a 15 mil","Alto",74,541.882000824446,27610.57326759,"ENERGIA",0.0196258873574538
"823","6","De 2500 a 15 mil","Muy alto",20,471.893078113631,27570.6187911482,"ENERGIA",0.0171157956841047
"824","6","Menos de 2500","Muy bajo",93,460.500844388475,27709.6714871489,"ENERGIA",0.0166187767546087
"825","6","Menos de 2500","Bajo",68,414.869860319632,27933.7963819232,"ENERGIA",0.0148518967721876
"826","6","Menos de 2500","Medio",94,478.367036886529,27871.2400949352,"ENERGIA",0.0171634643904294
"827","6","Menos de 2500","Alto",90,351.003158742045,27715.249976999,"ENERGIA",0.0126646217888471
"828","6","Menos de 2500","Muy alto",30,202.584731646938,28103.2329346105,"ENERGIA",0.00720859169898012
"829","7","100 mil o más","Muy bajo",1483,686.574900024787,34261.1826938121,"ENERGIA",0.020039439565196
"830","7","100 mil o más","Bajo",105,614.705529196705,34417.6012215345,"ENERGIA",0.0178602083637396
"831","7","100 mil o más","Medio",43,595.517190279503,33914.1574247642,"ENERGIA",0.0175595454966148
"832","7","De 15 mil a 100 mil","Muy bajo",224,790.266365530161,34291.4328051643,"ENERGIA",0.0230455918835549
"833","7","De 15 mil a 100 mil","Bajo",157,813.085312495538,34466.3422290368,"ENERGIA",0.0235907050157048
"834","7","De 15 mil a 100 mil","Medio",98,692.337907718707,34627.3263434596,"ENERGIA",0.0199939753029612
"835","7","De 15 mil a 100 mil","Alto",62,663.39688752683,33917.6377084172,"ENERGIA",0.0195590534113818
"836","7","De 15 mil a 100 mil","Muy alto",3,527.457828210755,33025.9483703704,"ENERGIA",0.0159710123172108
"837","7","De 2500 a 15 mil","Muy bajo",58,681.783939427624,34543.8271720453,"ENERGIA",0.0197367806419365
"838","7","De 2500 a 15 mil","Bajo",75,809.821052711115,34562.9261431757,"ENERGIA",0.023430338315583
"839","7","De 2500 a 15 mil","Medio",57,702.96758177194,34268.5896162515,"ENERGIA",0.0205134669866473
"840","7","De 2500 a 15 mil","Alto",59,627.590876826507,33668.4658149794,"ENERGIA",0.0186403170336109
"841","7","De 2500 a 15 mil","Muy alto",16,519.835383593657,34370.258410706,"ENERGIA",0.0151245701263547
"842","7","Menos de 2500","Muy bajo",77,589.793188697844,34112.4284633449,"ENERGIA",0.0172896863479421
"843","7","Menos de 2500","Bajo",61,539.598848541563,34567.490506992,"ENERGIA",0.0156100093072252
"844","7","Menos de 2500","Medio",75,596.013227852684,34610.3919728008,"ENERGIA",0.0172206436818477
"845","7","Menos de 2500","Alto",80,443.904975375722,34129.2538118102,"ENERGIA",0.0130065830862705
"846","7","Menos de 2500","Muy alto",19,243.68905996072,33559.4843137255,"ENERGIA",0.00726140657236063
"847","8","100 mil o más","Muy bajo",1479,790.803488806188,43744.2975175058,"ENERGIA",0.0180778646288633
"848","8","100 mil o más","Bajo",81,731.451044632163,42956.2823176583,"ENERGIA",0.0170278014103534
"849","8","100 mil o más","Medio",47,693.177110480237,43681.8059041045,"ENERGIA",0.0158687832641806
"850","8","De 15 mil a 100 mil","Muy bajo",198,882.687152339099,43126.2536991928,"ENERGIA",0.0204675128634143
"851","8","De 15 mil a 100 mil","Bajo",152,938.224811515955,43351.3453136453,"ENERGIA",0.0216423459232449
"852","8","De 15 mil a 100 mil","Medio",97,781.485051285373,43142.214816271,"ENERGIA",0.0181141616074527
"853","8","De 15 mil a 100 mil","Alto",41,754.399694881773,44267.9002941786,"ENERGIA",0.017041686862681
"854","8","De 15 mil a 100 mil","Muy alto",4,588.571285483186,43702.4642583732,"ENERGIA",0.0134676910208883
"855","8","De 2500 a 15 mil","Muy bajo",54,765.105862189593,42255.3315949245,"ENERGIA",0.0181067295725942
"856","8","De 2500 a 15 mil","Bajo",66,938.861037870381,41249.5937066392,"ENERGIA",0.02276049176502
"857","8","De 2500 a 15 mil","Medio",60,797.222077546213,42479.157042666,"ENERGIA",0.018767370471723
"858","8","De 2500 a 15 mil","Alto",48,717.044571357663,43838.3855080636,"ENERGIA",0.0163565460508524
"859","8","De 2500 a 15 mil","Muy alto",9,582.798763182958,42302.7767595172,"ENERGIA",0.01377684416548
"860","8","Menos de 2500","Muy bajo",64,714.346923576708,43580.4809483422,"ENERGIA",0.0163914419490564
"861","8","Menos de 2500","Bajo",74,675.177452879629,42947.3186764055,"ENERGIA",0.0157210618424605
"862","8","Menos de 2500","Medio",62,729.51559643952,42790.1859881599,"ENERGIA",0.0170486661740937
"863","8","Menos de 2500","Alto",54,547.386656008826,42908.6577697827,"ENERGIA",0.0127570211808002
"864","8","Menos de 2500","Muy alto",22,294.865172605245,42818.6274499482,"ENERGIA",0.00688637609764396
"865","9","100 mil o más","Muy bajo",1631,984.891346595752,59691.0573082088,"ENERGIA",0.0164998140594221
"866","9","100 mil o más","Bajo",99,887.47371641915,60475.0841048964,"ENERGIA",0.014675030709834
"867","9","100 mil o más","Medio",43,891.44612495227,57820.67203756,"ENERGIA",0.0154174293300014
"868","9","De 15 mil a 100 mil","Muy bajo",187,1128.24120849029,59384.7149791407,"ENERGIA",0.0189988485906953
"869","9","De 15 mil a 100 mil","Bajo",125,1168.29510393068,58653.9851945659,"ENERGIA",0.0199184266858463
"870","9","De 15 mil a 100 mil","Medio",86,1031.44712749095,58924.1098621347,"ENERGIA",0.0175046704974286
